onset	duration	trial_type	stimulus_pattern
0	28	rest	null
28	6	stimulus_random	110100011000101001000101000111011010110110111110110000100110011101111101010010001011011100000010111011110111010100010100110111011001011011001110
34	6	rest	null
40	6	stimulus_random	001010100011011101110001110010001011111000101100111001000011111010111010010110001000110010111011100010100001000001000101010011111011010001110011
46	6	rest	null
52	6	stimulus_random	001101100010001101000010101100110100111111100110111101100100011001010110110011010010000100000111101111100111000001111001011000010011001011001100
58	6	rest	null
64	6	stimulus_random	001010010010001100111110011010110011111100110100000000110100011001001101001110100001111001000011100001111110110010000010010100000110111011010000
70	6	rest	null
76	6	stimulus_random	110010010110000010101111000010101101010111000011010011101010111011110010110111111100101001101000000101011010111110101110100010100000110011110100
82	6	rest	null
88	6	stimulus_random	010110110000111101111010001111000000000110100100110100001101011010011010111000101011101100001001001111101100001100000111000001101100010111111111
94	6	rest	null
100	6	stimulus_random	110101011001011101100101111111010000000110001011110110000101001111110110010100000100010011010110101101001011000001010010111001101100011011001001
106	6	rest	null
112	6	stimulus_random	011110101010001100000000001010111011010100001100011111001000001100100110111010011010111111010001001111110100010100000001110010001100111100101110
118	6	rest	null
124	6	stimulus_random	000011101000000110100100011000111110001001000000001111001011110011011101100001000110000001011111101101110100000110010100001100101001100110001010
130	6	rest	null
136	6	stimulus_random	100011001111010000000000010011110000010110010100101110110100110100011010100011101001101000000000001100000111001111000111000000110011101110011010
142	6	rest	null
148	6	stimulus_random	100010011000111111100110000110101110110011110000111010011110010001101111111011000011011000100111111110000101000001001001011110101100100011100110
154	6	rest	null
160	6	stimulus_random	000001101000110001110111111011000101101101101110110000111010100010111000011101000000111100110010010101111111111010101111011110110010010111001011
166	6	rest	null
172	6	stimulus_random	001001000001100100100111010000101011110101011011101110111010011100001100111110100101000001101110000110110101101011011111001001110111100111111111
178	6	rest	null
184	6	stimulus_random	100001101000001100000100110111111110101111111010010100010111010010111000011111100001100001101111110000110110010101100100110100011011100100000111
190	6	rest	null
196	6	stimulus_random	010101010010011111010101010011100000010100100100000101011010011000000110001101011111000011101010111110101111001111011011000110001111101001000000
202	6	rest	null
208	6	stimulus_random	110000001010110000010010010110110110111111101101001010110110010010100011110001111111101100110001101010000100011000000100011111111111010101011100
214	6	rest	null
220	6	stimulus_random	101011100111101011001101001110000100111001100110111100110011010111111111111100010110110110100111111111010011101010001100011111001011101110101111
226	6	rest	null
232	6	stimulus_random	010100000111000001111100111100011111111010010011100000101000001110111010100110110111011100100011101011110100101100101010101110111100011110101000
238	6	rest	null
244	6	stimulus_random	101101100001111100000100010001110001010001011100111100011110100011011111001101001010010000100100011100101101111111111110101101110111100011001101
250	6	rest	null
256	6	stimulus_random	111100000001111001110100011011111100100011100101111000011000111010111111010010111110011011011111100011000101010101001111001000010000001000001011
262	6	rest	null
268	6	stimulus_random	100010000101000100100110110110001111100110001010011001001010101110100011010101000111100110000000100010110011010101010110010000100011010001010011
274	6	rest	null
280	6	stimulus_random	011101000111101001011010101000001011111010001011011110010100000001011001100110011100111000110110011001100011110011011001100111101011101001110100
286	12	rest	null
